[0.054s] Invoking command in '/home/shreedhar/cognipilot/cranium/build/synapse_msgs': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/shreedhar/ros2_ws/install/my_robot_controller:/home/shreedhar/cognipilot/cranium/install/nxp_cup_vision:/home/shreedhar/cognipilot/cranium/install/b3rb_ros_line_follower:/opt/ros/humble /usr/bin/cmake --build /home/shreedhar/cognipilot/cranium/build/synapse_msgs -- -j12 -l12
[0.169s] [  1%] Built target synapse_msgs__cpp
[0.177s] [ 12%] Built target synapse_msgs__rosidl_generator_c
[0.179s] [ 12%] Built target ament_cmake_python_symlink_synapse_msgs
[0.221s] [ 34%] Built target synapse_msgs__rosidl_typesupport_cpp
[0.221s] [ 34%] Built target synapse_msgs__rosidl_typesupport_fastrtps_cpp
[0.222s] [ 52%] Built target synapse_msgs__rosidl_typesupport_introspection_cpp
[0.223s] [ 57%] Built target synapse_msgs__rosidl_typesupport_c
[0.240s] [ 68%] Built target synapse_msgs__rosidl_typesupport_introspection_c
[0.250s] [ 79%] Built target synapse_msgs__rosidl_typesupport_fastrtps_c
[0.294s] [ 79%] Built target synapse_msgs
[0.314s] [ 80%] Built target synapse_msgs__py
[0.336s] [ 90%] Built target synapse_msgs__rosidl_generator_py
[0.369s] [ 93%] Built target synapse_msgs__rosidl_typesupport_introspection_c__pyext
[0.370s] [ 96%] Built target synapse_msgs__rosidl_typesupport_fastrtps_c__pyext
[0.372s] [100%] Built target synapse_msgs__rosidl_typesupport_c__pyext
[0.486s] running egg_info
[0.487s] writing synapse_msgs.egg-info/PKG-INFO
[0.487s] writing dependency_links to synapse_msgs.egg-info/dependency_links.txt
[0.488s] writing top-level names to synapse_msgs.egg-info/top_level.txt
[0.491s] reading manifest file 'synapse_msgs.egg-info/SOURCES.txt'
[0.491s] writing manifest file 'synapse_msgs.egg-info/SOURCES.txt'
[0.542s] [100%] Built target ament_cmake_python_build_synapse_msgs_egg
[0.557s] Invoked command in '/home/shreedhar/cognipilot/cranium/build/synapse_msgs' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/shreedhar/ros2_ws/install/my_robot_controller:/home/shreedhar/cognipilot/cranium/install/nxp_cup_vision:/home/shreedhar/cognipilot/cranium/install/b3rb_ros_line_follower:/opt/ros/humble /usr/bin/cmake --build /home/shreedhar/cognipilot/cranium/build/synapse_msgs -- -j12 -l12
[0.711s] Invoking command in '/home/shreedhar/cognipilot/cranium/build/synapse_msgs': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/shreedhar/ros2_ws/install/my_robot_controller:/home/shreedhar/cognipilot/cranium/install/nxp_cup_vision:/home/shreedhar/cognipilot/cranium/install/b3rb_ros_line_follower:/opt/ros/humble /usr/bin/cmake --install /home/shreedhar/cognipilot/cranium/build/synapse_msgs
[0.720s] -- Install configuration: ""
[0.720s] -- Execute custom install script
